"PIC","Role","NameInLatinCharacterSet","OrganisationType","City","CountryRegionDescription","CountryDescription","ProjectCode","ActionType","ActionTypeDescription","CallYear","ProjectTitle","Acronym","DurationInMonths","Status","ProjectStartDate","ProjectEndDate","Initial awarded grant(IAG)","Topics","TopicDescriptions"
"E10004151","PA","Ahmon koulu","School/Institute/Educational centre – General education (basic education)","Siilinjärvi","Pohjois-Savo","Finland","2019-1-UK01-KA229-061400_3","KA229","School Exchange Partnerships",2019,"Learning to Live Together in Peace and Harmony",,36,"Follow-up",01.09.19,31.08.22,32850,"TOPIC-18_TOPIC-2_TOPIC-4","Tasa-arvo ja osallisuus_Aktiivinen kansalaisuus_Kulttuuri ja luovuus"
"E10193102","APP","Ahvenisjärven koulu","School/Institute/Educational centre – General education (basic education)","Tampere","Pirkanmaa","Finland","2020-1-FI01-KA101-066225","KA101","School education staff mobility",2020,"Positiivinen pedagogiikka Ahvenisjärven koulussa","Voidaan hyvin",24,"Follow-up",01.08.20,31.07.22,"14 870,00 €","TOPIC-16_TOPIC-9_TOPIC-19","Terveys ja hyvinvointi_Yhteiskunnallinen vuoropuhelu_Interkulttuurinen koulutus"
"E10193102","APP","Ahvenisjärven koulu","School/Institute/Educational centre – General education (basic education)","Tampere","Pirkanmaa","Finland","2018-1-FI01-KA229-047247_1","KA229","School Exchange Partnerships",2018,"Conflict Management in European Schools","Get Over! (GO)",36,"Follow-up",01.09.18,31.08.21,25900,"TOPIC-16_TOPIC-18_TOPIC-9","Terveys ja hyvinvointi_Tasa-arvo ja osallisuus_Yhteiskunnallinen vuoropuhelu"
"E10243812","APP","Aikuiskoulutus Taitaja","School/Institute/Educational centre – Adult education","Kouvola","Kymenlaakso","Finland","2020-1-FI01-KA204-066633","KA204","Strategic Partnerships for adult education",2020,"Healthier integration of micro-entrepreneurs via support of Mentoring","i-Mentor",28,"Follow-up",01.12.20,31.03.23,"304 475,00 €","TOPIC-39_TOPIC-12_TOPIC-15","Digitaalisuus_Yrittäjyys_Tasa-arvo ja osallisuus"
"E10258523","APP","Aisapari ry","Non-governmental organisation/association","Kauhava","Etelä-Pohjanmaa","Finland","2020-3-FI01-KA105-092438","KA105","Youth mobility",2020,"Rural areas through young people’s eyes","TYPE-R",4,"Contract Signing",01.02.21,30.05.21,"16 735,00 €","TOPIC-20_TOPIC-38_TOPIC-34","Globaali yhteistyö_Nuorisoala_Alueellinen kehittäminen"
"E10003131","APP","Akaan lukio","School/Institute/Educational centre – General education (secondary level)","Akaa","Pirkanmaa","Finland","2017-1-FI01-KA101-034539","KA101","School education staff mobility",2017,"Teemasta toimeen-ideasta ilmiöksi",,24,"Finalised",01.06.17,31.05.19,"7 920,00 €","TOPIC-4","Kulttuuri ja luovuus"
"E10003131","APP","Akaan lukio","School/Institute/Educational centre – General education (secondary level)","Akaa","Pirkanmaa","Finland","2016-1-FI01-KA101-022376","KA101","School education staff mobility",2016,"Kohti kestävän kehityksen koulua",,12,"Finalised",01.06.16,31.05.17,"6 355,00 €","TOPIC-15_TOPIC-13_TOPIC-16","Tasa-arvo ja osallisuus_Kestävä kehitys_Terveys ja hyvinvointi"
"E10003131","APP","Akaan lukio","School/Institute/Educational centre – General education (secondary level)","Akaa","Pirkanmaa","Finland","2015-1-FI01-KA101-008668","KA101","School education staff mobility",2015,"Vie mennessäsi ja tuo tullessasi",,12,"Finalised",01.06.15,31.05.16,"7 060,00 €","TOPIC-4","Kulttuuri ja luovuus"
"E10003131","PA","Akaan lukio","School/Institute/Educational centre – General education (secondary level)","Akaa","Pirkanmaa","Finland","2015-1-FR01-KA219-015198_2","KA219","Strategic Partnerships for Schools Only",2015,"Footprints across Europe",,24,"Finalised",01.09.15,31.08.17,49386,"TOPIC-11_TOPIC-35_TOPIC-7","Energia ja resurssit_Kielten opetus ja oppiminen_Opintojen keskeyttämisen ehkäisy"
"E10033856","PA","Alajärven yläkoulu / Alajärven kaupunki","School/Institute/Educational centre – General education (basic education)","Alajärvi","Etelä-Pohjanmaa","Finland","2018-1-HR01-KA229-047469_3","KA229","School Exchange Partnerships",2018,"Cultural Heritage Activities and Nutrition in Global Environment","C.H.A.N.G.E.",30,"Follow-up",01.10.18,31.03.21,34720,"TOPIC-4_TOPIC-70_TOPIC-73","Kulttuuri ja luovuus_Kulttuuriperintö_Kestävä kehitys"
"E10143579","APP","Alakylän koulu, Oulun kaupunki","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2018-1-FI01-KA101-046783","KA101","School education staff mobility",2018,"Voisimme hyvinkin voida paremmin",,36,"Follow-up",01.08.18,31.07.21,"12 348,00 €","TOPIC-7_TOPIC-16","Opintojen keskeyttämisen ehkäisy_Terveys ja hyvinvointi"
"E10143579","APP","Alakylän koulu, Oulun kaupunki","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2014-1-FI01-KA101-000065","KA101","School education staff mobility",2014,"Oppiva yhteisö kansainvälistyvässä maailmassa",,24,"Finalised",01.07.14,30.06.16,"7 810,00 €","TOPIC-23_TOPIC-35_TOPIC-20","Koulutuksen kehittäminen_Kielten opetus ja oppiminen_Globaali yhteistyö"
"E10143579","PA","Alakylän koulu, Oulun kaupunki","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2014-1-HR01-KA201-007182","KA201","Strategic Partnerships for school education",2014,"Czeck it out, be Croative and Finnish ahead","FACCE",36,"Finalised",01.09.14,31.08.17,26280,"TOPIC-3_TOPIC-35_TOPIC-41","Digitaalisuus_Kielten opetus ja oppiminen_Yrittäjyys"
"E10203659","APP","Ålands gymnasium / Ålands lyceum","School/Institute/Educational centre – General education (secondary level)","Maarianhamina","Aland Islands","Finland","2020-1-FI01-KA101-066299","KA101","School education staff mobility",2020,"Ökat välbefinnande och delaktighet hos studerande",,36,"Follow-up",01.06.20,31.05.23,"24 040,00 €","TOPIC-28_TOPIC-16_TOPIC-23","Laadunhallinta_Terveys ja hyvinvointi_Koulutuksen kehittäminen"
"E10203659","APP","Ålands gymnasium / Ålands lyceum","School/Institute/Educational centre – General education (secondary level)","Maarianhamina","Aland Islands","Finland","2018-1-FI01-KA101-046873","KA101","School education staff mobility",2018,"Ålands lyceums läroplansprojekt 2018-2020",,33,"Follow-up",23.09.18,22.06.21,"36 518,00 €","TOPIC-25","Opetusmenetelmät"
"E10203659","APP","Ålands gymnasium / Ålands lyceum","School/Institute/Educational centre – General education (secondary level)","Maarianhamina","Aland Islands","Finland","2014-1-FI01-KA101-000497","KA101","School education staff mobility",2014,"Ålands lyceum - Erasmus 2014",,24,"Finalised",01.09.14,31.08.16,"20 295,00 €","TOPIC-3_TOPIC-25","Digitaalisuus_Opetusmenetelmät"
"E10099170","APP","Ålands Landskapsregering, Högskolan på Åland","Higher education institution (tertiary level)","Maarianhamina","Åland","Finland","2020-1-FI01-KA103-065972","KA103","Higher education student and staff mobility within programme countries",2020,"Higher education student and staff mobility within programme countries",,24,"Follow-up",01.06.20,31.05.22,"23 120,00 €",,
"E10099170","APP","Ålands Landskapsregering, Högskolan på Åland","Higher education institution (tertiary level)","Maarianhamina","Åland","Finland","2019-1-FI01-KA103-060238","KA103","Higher education student and staff mobility within programme countries",2019,"Higher education student and staff mobility within programme countries",,24,"Follow-up",01.06.19,31.05.21,"38 375,00 €",,
"E10099170","APP","Ålands Landskapsregering, Högskolan på Åland","Higher education institution (tertiary level)","Maarianhamina","Åland","Finland","2018-1-FI01-KA103-046760","KA103","Higher education student and staff mobility within programme countries",2018,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.18,30.09.19,"30 775,00 €",,
"E10099170","APP","Ålands Landskapsregering, Högskolan på Åland","Higher education institution (tertiary level)","Maarianhamina","Åland","Finland","2016-1-FI01-KA103-022537","KA103","Higher education student and staff mobility within programme countries",2016,"Higher education student and staff mobility within programme countries",,24,"Finalised",01.06.16,31.05.18,"17 425,00 €",,
"E10099170","APP","Ålands Landskapsregering, Högskolan på Åland","Higher education institution (tertiary level)","Maarianhamina","Åland","Finland","2015-1-FI01-KA103-008699","KA103","Higher education student and staff mobility within programme countries",2015,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.15,30.09.16,"16 790,00 €",,
"E10099170","APP","Ålands Landskapsregering, Högskolan på Åland","Higher education institution (tertiary level)","Maarianhamina","Åland","Finland","2014-1-FI01-KA103-000005","KA103","Higher education student and staff mobility within programme countries",2014,"Higher education student and staff mobility",,16,"Finalised",01.06.14,30.09.15,"20 920,00 €",,
"E10012579","APP","Alarannan koulu","School/Institute/Educational centre – General education (basic education)","Ii","Pohjois-Pohjanmaa","Finland","2015-1-FI01-KA101-008715","KA101","School education staff mobility",2015,"Tehdään Meidän koulu á la Alaranta",,12,"Finalised",01.06.15,31.05.16,"8 575,00 €","TOPIC-25_TOPIC-7_TOPIC-28","Opetusmenetelmät_Opintojen keskeyttämisen ehkäisy_Laadunhallinta"
"E10012579","APP","Alarannan koulu","School/Institute/Educational centre – General education (basic education)","Ii","Pohjois-Pohjanmaa","Finland","2018-1-FI01-KA101-046897","KA101","School education staff mobility",2018,"Oppimisen iloa etsimässä- oppilaan vahvuuksien löytäminen positiivisen pedagogiikan kautta.",,12,"Finalised",01.08.18,31.07.19,"3 492,00 €","TOPIC-7_TOPIC-23_TOPIC-16","Opintojen keskeyttämisen ehkäisy_Koulutuksen kehittäminen_Terveys ja hyvinvointi"
"E10012579","APP","Alarannan koulu","School/Institute/Educational centre – General education (basic education)","Ii","Pohjois-Pohjanmaa","Finland","2017-1-FI01-KA101-034474","KA101","School education staff mobility",2017,"Hvað segir ðu gott?- kouluhyvinvoinnin lähteillä Islannissa",,12,"Finalised",01.08.17,31.07.18,"4 940,00 €","TOPIC-7_TOPIC-25_TOPIC-28","Opintojen keskeyttämisen ehkäisy_Opetusmenetelmät_Laadunhallinta"
"E10012579","APP","Alarannan koulu","School/Institute/Educational centre – General education (basic education)","Ii","Pohjois-Pohjanmaa","Finland","2016-1-FI01-KA101-022395","KA101","School education staff mobility",2016,"Tuoksut vanamon ja varjot veen - kokonaisvaltaista oppimista luonnossa",,12,"Finalised",01.08.16,31.07.17,"4 600,00 €","TOPIC-28_TOPIC-25_TOPIC-4","Laadunhallinta_Opetusmenetelmät_Kulttuuri ja luovuus"
"E10105275","APP","Alavan koulu/Paloahon yksikkö","School/Institute/Educational centre – General education (basic education)","Kuopio","Pohjois-Savo","Finland","2015-1-FI01-KA101-008690","KA101","School education staff mobility",2015,"Aktiivisuutta vaikeavammaisen elämään",,12,"Finalised",01.06.15,31.05.16,"4 290,00 €","TOPIC-5_TOPIC-25","Vammaisuus ja erityistarpeet_Opetusmenetelmät"
"E10174492","APP","Alavuden kaupunki","Local Public body","Alavus","Etelä-Pohjanmaa","Finland","2017-3-FI01-KA105-046673","KA105","Youth mobility",2017,"Voi hyvin arjessa",,12,"Finalised",11.02.18,10.02.19,"25 768,00 €","TOPIC-4_TOPIC-38_TOPIC-16","Kulttuuri ja luovuus_Nuorisoala_Terveys ja hyvinvointi"
"E10174492","APP","Alavuden kaupunki","Local Public body","Alavus","Etelä-Pohjanmaa","Finland","2015-2-FI01-KA105-009187","KA105","Youth mobility",2015,"Open Doors to Europe","ODE",12,"Finalised",01.09.15,31.08.16,"25 194,00 €","TOPIC-19_TOPIC-2_TOPIC-38","Interkulttuurinen koulutus_Aktiivinen kansalaisuus_Nuorisoala"
"E10061186","APP","Alavuden yläkoulu","School/Institute/Educational centre – General education (basic education)","Alavus","Etelä-Pohjanmaa","Finland","2018-1-FI01-KA229-047250_1","KA229","School Exchange Partnerships",2018,"Feeling Good!","FG",36,"Follow-up",01.09.18,31.08.21,40392,"TOPIC-16_TOPIC-4_TOPIC-7","Terveys ja hyvinvointi_Kulttuuri ja luovuus_Opintojen keskeyttämisen ehkäisy"
"E10151905","APP","Aleksanteri Kenan koulu","School/Institute/Educational centre – General education (basic education)","Sodankylä","Lappi","Finland","2014-1-FI01-KA101-000357","KA101","School education staff mobility",2014,"Lappilainen nuori - juuret Sodankylässä katse maailmalle - tietotaito taskussa",,24,"Finalised",01.08.14,31.07.16,"30 500,00 €","TOPIC-23_TOPIC-28_TOPIC-20","Koulutuksen kehittäminen_Laadunhallinta_Globaali yhteistyö"
"E10180561","APP","Aleksis Kiven koulu","School/Institute/Educational centre – General education (basic education)","Siuntio","Helsinki-Uusimaa","Finland","2020-1-FI01-KA101-066139","KA101","School education staff mobility",2020,"Kohti parempaa yhteistyötä - alkuopetus ja aineenopetus yhdessä uusissa oppimisympäristöissä",,36,"Follow-up",01.06.20,31.05.23,"13 940,00 €","TOPIC-35_TOPIC-101_TOPIC-23","Kielten opetus ja oppiminen_Varhaiskasvatus_Koulutuksen kehittäminen"
"E10180561","APP","Aleksis Kiven koulu","School/Institute/Educational centre – General education (basic education)","Siuntio","Helsinki-Uusimaa","Finland","2014-1-FI01-KA101-000264","KA101","School education staff mobility",2014,"Oppimisen ilo kuuluu kaikille",,24,"Finalised",28.06.14,27.06.16,"33 714,00 €","TOPIC-28_TOPIC-7_TOPIC-25","Laadunhallinta_Opintojen keskeyttämisen ehkäisy_Opetusmenetelmät"
"E10180561","APP","Aleksis Kiven koulu","School/Institute/Educational centre – General education (basic education)","Siuntio","Helsinki-Uusimaa","Finland","2016-1-FI01-KA101-022406","KA101","School education staff mobility",2016,"Minäkuva - maailmankuva, siuntiolaisena muuttuvassa maailmassa",,24,"Finalised",01.06.16,31.05.18,"18 500,00 €","TOPIC-4_TOPIC-20_TOPIC-28","Kulttuuri ja luovuus_Globaali yhteistyö_Laadunhallinta"
"E10180561","PA","Aleksis Kiven koulu","School/Institute/Educational centre – General education (basic education)","Siuntio","Helsinki-Uusimaa","Finland","2017-1-ES01-KA219-037881_3","KA219","Strategic Partnerships for Schools Only",2017,"Ecobusiness.eu","ECOBUS",24,"Finalised",01.09.17,31.08.19,23740,"TOPIC-13_TOPIC-3_TOPIC-41","Kestävä kehitys_Digitaalisuus_Yrittäjyys"
"E10157883","APP","Alhoniityn koulu","School/Institute/Educational centre – General education (basic education)","Nokia","Pirkanmaa","Finland","2016-1-FI01-KA101-022487","KA101","School education staff mobility",2016,"Pedagogisen johtamisen ja tiimityöskentelytaitojen kehittäminen kouluyhteisössä",,24,"Finalised",01.09.16,31.08.18,"15 000,00 €","TOPIC-4_TOPIC-5_TOPIC-28","Kulttuuri ja luovuus_Vammaisuus ja erityistarpeet_Laadunhallinta"
"E10090850","APP","Alkio-opiston kannatusyhdistys ry","School/Institute/Educational centre – Adult education","Jyväskylä","Keski-Suomi","Finland","2018-1-FI01-KA104-046937","KA104","Adult education staff mobility",2018,"Liikkuvuuksista laatua",,36,"Follow-up",31.12.18,30.12.21,"17 433,00 €","TOPIC-20_TOPIC-35_TOPIC-23","Globaali yhteistyö_Kielten opetus ja oppiminen_Koulutuksen kehittäminen"
"E10090850","APP","Alkio-opiston kannatusyhdistys ry","School/Institute/Educational centre – Adult education","Jyväskylä","Keski-Suomi","Finland","2016-1-FI01-KA104-022618","KA104","Adult education staff mobility",2016,"Strategiasta tekoihin - pallo haltuun!",,24,"Finalised",01.06.16,31.05.18,"15 080,00 €","TOPIC-20_TOPIC-25_TOPIC-35","Globaali yhteistyö_Opetusmenetelmät_Kielten opetus ja oppiminen"
"E10114263","APP","Allianssin Kehittämispalvelut Oy","Small and medium sized enterprise","Helsinki","Helsinki-Uusimaa","Finland","2014-1-FI01-KA102-000354","KA102","VET learner and staff mobility",2014,"Ready for Life","RFL",24,"Finalised",01.08.14,31.07.16,"118 010,00 €","TOPIC-19_TOPIC-35_TOPIC-41","Interkulttuurinen koulutus_Kielten opetus ja oppiminen_Yrittäjyys"
"E10114263","APP","Allianssin Kehittämispalvelut Oy","Small and medium sized enterprise","Helsinki","Helsinki-Uusimaa","Finland","2020-1-FI01-KA102-066039","KA102","VET learner and staff mobility",2020,"Ready for life 7","RFL7",24,"Follow-up",01.08.20,31.07.22,"97 297,00 €","TOPIC-18_TOPIC-41_TOPIC-30","Tasa-arvo ja osallisuus_Yrittäjyys_Osaamisen tunnistaminen ja tunnustaminen"
