"ProjectCode","link","Role","NameInLatinCharacterSet","OrganisationType","City","CountryRegionDescription","CountryDescription","ActionType","ActionTypeDescription","CallYear","ProjectTitle","Acronym","DurationInMonths","Status","ProjectStartDate","ProjectEndDate","Initial awarded grant(IAG)","Topics","TopicDescriptions"
"2014-1-FI01-KA202-000868","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA202-000868","APP","Etelä-Savon Koulutus Oy","School/Institute/Educational centre – Vocational Training (secondary level)","Mikkeli","Etelä-Savo","Finland","KA202","Strategic Partnerships for vocational education and training",2014,"Working Culture 2.0","WoCu2.0",24,"Finalised",01.09.14,31.08.16,137050,"TOPIC-20,TOPIC-3","International cooperation, international relations, development cooperation,ICT - new technologies - digital competences"
"2014-1-FI01-KA202-000875","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA202-000875","APP","Helmi Liiketalousopisto Oy","School/Institute/Educational centre – Vocational Training (secondary level)","HELSINKI","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2014,"Kick off to entrepreneurship with pop up company","POP UP",24,"Finalised",01.09.14,31.08.16,183470,"TOPIC-23,TOPIC-41","New innovative curricula/educational methods/development of training courses,Entrepreneurial learning - entrepreneurship education"
"2014-1-FI01-KA202-000880","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA202-000880","APP","Helsinki Business College Oy","School/Institute/Educational centre – Vocational Training (secondary level)","Helsinki","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2014,"European Business Baccalaureate Diploma for All","EBBD+",36,"Finalised",01.09.14,31.08.17,328690,"TOPIC-36,TOPIC-30","Recognition, transparency, certification,Recognition (non-formal and informal learning/credits)"
"2014-1-FI01-KA203-000851","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA203-000851","APP","TURUN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","TURKU","Varsinais-Suomi","Finland","KA203","Strategic Partnerships for higher education",2014,"Communication in Mobile and Virtual Work","CoMoViWo",36,"Finalised",01.09.14,31.08.17,223747,"TOPIC-23,TOPIC-35,TOPIC-3","New innovative curricula/educational methods/development of training courses,Teaching and learning of foreign languages,ICT - new technologies - digital competences"
"2014-1-FI01-KA204-000816","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA204-000816","APP","Jokilaaksojen koulutuskuntayhtymä","Other","Nivala","Pohjois-Pohjanmaa","Finland","KA204","Strategic Partnerships for adult education",2014,"Quality Assessment and Peer Review in Practice","QAPERE",36,"Finalised",01.09.14,31.08.17,157635,"TOPIC-28,TOPIC-35,TOPIC-23","Quality Improvement Institutions and/or methods (incl. school development),Teaching and learning of foreign languages,New innovative curricula/educational methods/development of training courses"
"2014-1-FI01-KA204-000843","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA204-000843","APP","KANSANVALISTUSSEURA","Foundation","Helsinki","Helsinki-Uusimaa","Finland","KA204","Strategic Partnerships for adult education",2014,"Live and Learn - Audiovisual Stories of Adult Education",,24,"Finalised",01.09.14,31.08.16,164972,"TOPIC-19","Intercultural/intergenerational education and (lifelong)learning"
"2014-1-FI01-KA204-000883","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA204-000883","APP","Svenska Folkskolans Vänner r.f.","Other","Helsinki","Helsinki-Uusimaa","Finland","KA204","Strategic Partnerships for adult education",2014,"Raising Strong and Resilient Communities","RSRC",25,"Finalised",01.09.14,30.09.16,257417,"TOPIC-19,TOPIC-21,TOPIC-23","Intercultural/intergenerational education and (lifelong)learning,Key Competences (incl. mathematics and literacy) - basic skills,New innovative curricula/educational methods/development of training courses"
"2014-1-FI01-KA205-000806","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA205-000806","APP","Inspiring Storytellers","Group of young people active in youth work","Vantaa",,"Finland","KA205","Strategic Partnerships for youth",2014,"Share your Story",,12,"Finalised",01.11.14,31.10.15,18200,"TOPIC-19,TOPIC-4,TOPIC-18","Intercultural/intergenerational education and (lifelong)learning,Creativity and culture,Inclusion - equity"
"2014-1-FI01-KA205-000810","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA205-000810","APP","Kulttuurikeskus PiiPoo","Non-Profit making cultural organizations","Lempäälä","Pirkanmaa","Finland","KA205","Strategic Partnerships for youth",2014,"Sosiaalisen sirkuksen työpajamallin jalkauttaminen Gailway Community Circukseen",,12,"Finalised",01.09.14,31.08.15,27800,"TOPIC-5","Disabilities - special needs"
"2014-2-FI01-KA205-008538","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-2-FI01-KA205-008538","APP","Suomen nuorisokeskusyhdistys ry","Other","Helsinki","Helsinki-Uusimaa","Finland","KA205","Strategic Partnerships for youth",2014,"Boost your possibilities! - Youth Centres for Youth mobility and Intercultural learning",,27,"Finalised",01.02.15,30.04.17,247760,"TOPIC-38,TOPIC-30,TOPIC-19","Youth (Participation, Youth Work, Youth Policy),Recognition (non-formal and informal learning/credits),Intercultural/intergenerational education and (lifelong)learning"
"2014-2-FI01-KA205-008542","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-2-FI01-KA205-008542","APP","Suomen Nuorisosirkusliitto ry","Non-governmental organisation/association","Helsinki","Helsinki-Uusimaa","Finland","KA205","Strategic Partnerships for youth",2014,"Professionalizing European Youth Circuses","PEYC",12,"Finalised",01.02.15,31.01.16,132855,"TOPIC-23,TOPIC-9,TOPIC-18","New innovative curricula/educational methods/development of training courses,Social dialogue,Inclusion - equity"
